id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form
27776,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. The overall probability of yupt is 69%. For those who are not yupt, the probability of muvq is 76%. For those who are yupt, the probability of muvq is 77%. Is muvq more likely than not muvq overall?",yes,"Let X = yupt; V2 = zupj; Y = muvq.
X->V2,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.69
P(Y=1 | X=0) = 0.76
P(Y=1 | X=1) = 0.77
0.69*0.77 - 0.31*0.76 = 0.77
0.77 > 0",1,marginal,chain,nonsense6,nonsense,P(Y)
27784,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Method 1: We look directly at how yupt correlates with muvq in general. Method 2: We look at this correlation case by case according to zupj. To understand how yupt affects muvq, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,chain,nonsense6,nonsense,[backdoor adjustment set for Y given X]
27800,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. For those who are not yupt, the probability of muvq is 51%. For those who are yupt, the probability of muvq is 47%. Does yupt negatively affect muvq through zupj?",yes,"Let X = yupt; V2 = zupj; Y = muvq.
X->V2,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.51
P(Y=1 | X=1) = 0.47
0.47 - 0.51 = -0.04
-0.04 < 0",3,nie,chain,nonsense6,nonsense,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]"
27816,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. The overall probability of yupt is 67%. For those who are not yupt, the probability of muvq is 25%. For those who are yupt, the probability of muvq is 25%. Is muvq less likely than not muvq overall?",yes,"Let X = yupt; V2 = zupj; Y = muvq.
X->V2,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.67
P(Y=1 | X=0) = 0.25
P(Y=1 | X=1) = 0.25
0.67*0.25 - 0.33*0.25 = 0.25
0.25 > 0",1,marginal,chain,nonsense6,nonsense,P(Y)
27848,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj. Muvq has a direct effect on zupj. The overall probability of yupt is 32%. For those who are not yupt, the probability of muvq is 89%. For those who are yupt, the probability of muvq is 89%. Is muvq more likely than not muvq overall?",yes,"Let Y = muvq; X = yupt; V3 = zupj.
X->V3,Y->V3
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.32
P(Y=1 | X=0) = 0.89
P(Y=1 | X=1) = 0.89
0.32*0.89 - 0.68*0.89 = 0.89
0.89 > 0",1,marginal,collision,nonsense6,nonsense,P(Y)
27856,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on yupt and muvq. Yupt has a direct effect on muvq. For those who are not zupj and are not yupt, the probability of muvq is 68%. For those who are not zupj and are yupt, the probability of muvq is 93%. For those who are zupj and are not yupt, the probability of muvq is 19%. For those who are zupj and are yupt, the probability of muvq is 50%. The overall probability of zupj is 65%. Will yupt decrease the chance of muvq?",no,"Let V1 = zupj; X = yupt; Y = muvq.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.68
P(Y=1 | V1=0, X=1) = 0.93
P(Y=1 | V1=1, X=0) = 0.19
P(Y=1 | V1=1, X=1) = 0.50
P(V1=1) = 0.65
0.35 * (0.93 - 0.68) + 0.65 * (0.50 - 0.19) = 0.29
0.29 > 0",2,ate,confounding,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
27864,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on yupt and muvq. Yupt has a direct effect on muvq. The overall probability of yupt is 6%. For those who are not yupt, the probability of muvq is 12%. For those who are yupt, the probability of muvq is 55%. Is muvq less likely than not muvq overall?",yes,"Let V1 = zupj; X = yupt; Y = muvq.
V1->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.06
P(Y=1 | X=0) = 0.12
P(Y=1 | X=1) = 0.55
0.06*0.55 - 0.94*0.12 = 0.15
0.15 > 0",1,marginal,confounding,nonsense6,nonsense,P(Y)
27880,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on yupt and muvq. Yupt has a direct effect on muvq. Method 1: We look directly at how yupt correlates with muvq in general. Method 2: We look at this correlation case by case according to zupj. To understand how yupt affects muvq, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,confounding,nonsense6,nonsense,[backdoor adjustment set for Y given X]
27896,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on yupt and muvq. Yupt has a direct effect on muvq. The overall probability of yupt is 70%. The probability of not yupt and muvq is 28%. The probability of yupt and muvq is 44%. Is the chance of muvq larger when observing yupt?",no,"Let V1 = zupj; X = yupt; Y = muvq.
V1->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.70
P(Y=1, X=0=1) = 0.28
P(Y=1, X=1=1) = 0.44
0.44/0.70 - 0.28/0.30 = -0.27
-0.27 < 0",1,correlation,confounding,nonsense6,nonsense,P(Y | X)
27928,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj and muvq. Zupj has a direct effect on muvq. For those who are not yupt, the probability of muvq is 24%. For those who are yupt, the probability of muvq is 60%. For those who are yupt, would it be more likely to see muvq if the individual was not yupt?",no,"Let X = yupt; V2 = zupj; Y = muvq.
X->V2,X->Y,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.24
P(Y=1 | X=1) = 0.60
0.60 - 0.24 = 0.36
0.36 > 0",3,ett,mediation,nonsense6,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
27952,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj and muvq. Zupj has a direct effect on muvq. Method 1: We look directly at how yupt correlates with muvq in general. Method 2: We look at this correlation case by case according to zupj. To understand how yupt affects muvq, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,mediation,nonsense6,nonsense,[backdoor adjustment set for Y given X]
27960,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. For those who are not yupt and are not zupj, the probability of muvq is 23%. For those who are not yupt and are zupj, the probability of muvq is 87%. For those who are yupt and are not zupj, the probability of muvq is 23%. For those who are yupt and are zupj, the probability of muvq is 86%. For those who are not yupt, the probability of zupj is 80%. For those who are yupt, the probability of zupj is 39%. For those who are yupt, would it be more likely to see muvq if the individual was not yupt?",yes,"Let V1 = xyfo; X = yupt; V3 = zupj; Y = muvq.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V3=v}P(Y=1|X=1,V3=v)*[P(V3=v|X=1)-P(V3=v|X=0)]
P(Y=1 | X=0, V3=0) = 0.23
P(Y=1 | X=0, V3=1) = 0.87
P(Y=1 | X=1, V3=0) = 0.23
P(Y=1 | X=1, V3=1) = 0.86
P(V3=1 | X=0) = 0.80
P(V3=1 | X=1) = 0.39
0.86 * (0.39 - 0.80) + 0.87 * (0.61 - 0.20) = -0.26
-0.26 < 0",3,ett,frontdoor,nonsense6,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
27976,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. For those who are not yupt, the probability of zupj is 65%. For those who are yupt, the probability of zupj is 72%. For those who are not yupt and are not zupj, the probability of muvq is 45%. For those who are not yupt and are zupj, the probability of muvq is 70%. For those who are yupt and are not zupj, the probability of muvq is 52%. For those who are yupt and are zupj, the probability of muvq is 66%. The overall probability of yupt is 21%. Does yupt negatively affect muvq through zupj?",no,"Let V1 = xyfo; X = yupt; V3 = zupj; Y = muvq.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.65
P(V3=1 | X=1) = 0.72
P(Y=1 | X=0, V3=0) = 0.45
P(Y=1 | X=0, V3=1) = 0.70
P(Y=1 | X=1, V3=0) = 0.52
P(Y=1 | X=1, V3=1) = 0.66
P(X=1) = 0.21
0.72 - 0.65 * (0.66 * 0.21 + 0.70 * 0.79)= 0.02
0.02 > 0",3,nie,frontdoor,nonsense6,nonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
27984,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. For those who are not yupt, the probability of zupj is 9%. For those who are yupt, the probability of zupj is 15%. For those who are not yupt and are not zupj, the probability of muvq is 17%. For those who are not yupt and are zupj, the probability of muvq is 91%. For those who are yupt and are not zupj, the probability of muvq is 5%. For those who are yupt and are zupj, the probability of muvq is 91%. The overall probability of yupt is 47%. Will yupt decrease the chance of muvq?",no,"Let V1 = xyfo; X = yupt; V3 = zupj; Y = muvq.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.09
P(V3=1 | X=1) = 0.15
P(Y=1 | X=0, V3=0) = 0.17
P(Y=1 | X=0, V3=1) = 0.91
P(Y=1 | X=1, V3=0) = 0.05
P(Y=1 | X=1, V3=1) = 0.91
P(X=1) = 0.47
(0.15 - 0.09)* (0.91 * 0.47) + (0.85 - 0.91) * (0.91 * 0.53) = 0.05
0.05 > 0",2,ate,frontdoor,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
27992,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. For those who are not yupt, the probability of zupj is 37%. For those who are yupt, the probability of zupj is 29%. For those who are not yupt and are not zupj, the probability of muvq is 68%. For those who are not yupt and are zupj, the probability of muvq is 46%. For those who are yupt and are not zupj, the probability of muvq is 82%. For those who are yupt and are zupj, the probability of muvq is 30%. The overall probability of yupt is 72%. Does yupt positively affect muvq through zupj?",yes,"Let V1 = xyfo; X = yupt; V3 = zupj; Y = muvq.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.37
P(V3=1 | X=1) = 0.29
P(Y=1 | X=0, V3=0) = 0.68
P(Y=1 | X=0, V3=1) = 0.46
P(Y=1 | X=1, V3=0) = 0.82
P(Y=1 | X=1, V3=1) = 0.30
P(X=1) = 0.72
0.29 - 0.37 * (0.30 * 0.72 + 0.46 * 0.28)= 0.04
0.04 > 0",3,nie,frontdoor,nonsense6,nonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
28008,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Yupt has a direct effect on zupj. Zupj has a direct effect on muvq. Xyfo is unobserved. Method 1: We look directly at how yupt correlates with muvq in general. Method 2: We look at this correlation case by case according to xyfo. To understand how yupt affects muvq, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,frontdoor,nonsense6,nonsense,[backdoor adjustment set for Y given X]
28024,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Zupj has a direct effect on yupt. Yupt has a direct effect on muvq. Xyfo is unobserved. For those who are not zupj, the probability of muvq is 27%. For those who are zupj, the probability of muvq is 29%. For those who are not zupj, the probability of yupt is 48%. For those who are zupj, the probability of yupt is 44%. Will yupt increase the chance of muvq?",no,"Let V2 = zupj; V1 = xyfo; X = yupt; Y = muvq.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.27
P(Y=1 | V2=1) = 0.29
P(X=1 | V2=0) = 0.48
P(X=1 | V2=1) = 0.44
(0.29 - 0.27) / (0.44 - 0.48) = -0.37
-0.37 < 0",2,ate,IV,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
28080,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj and muvq. Xyfo has a direct effect on zupj and muvq. Zupj has a direct effect on muvq. Xyfo is unobserved. The overall probability of yupt is 5%. The probability of not yupt and muvq is 55%. The probability of yupt and muvq is 2%. Is the chance of muvq smaller when observing yupt?",yes,"Let V2 = xyfo; X = yupt; V3 = zupj; Y = muvq.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.05
P(Y=1, X=0=1) = 0.55
P(Y=1, X=1=1) = 0.02
0.02/0.05 - 0.55/0.95 = -0.29
-0.29 < 0",1,correlation,arrowhead,nonsense6,nonsense,P(Y | X)
28088,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on zupj and muvq. Xyfo has a direct effect on zupj and muvq. Zupj has a direct effect on muvq. Xyfo is unobserved. For those who are not yupt and are not zupj, the probability of muvq is 44%. For those who are not yupt and are zupj, the probability of muvq is 51%. For those who are yupt and are not zupj, the probability of muvq is 57%. For those who are yupt and are zupj, the probability of muvq is 10%. For those who are not yupt and are not xyfo, the probability of zupj is 42%. For those who are not yupt and are xyfo, the probability of zupj is 87%. For those who are yupt and are not xyfo, the probability of zupj is 26%. For those who are yupt and are xyfo, the probability of zupj is 44%. The overall probability of xyfo is 22%. Does yupt negatively affect muvq through zupj?",yes,"Let V2 = xyfo; X = yupt; V3 = zupj; Y = muvq.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k} P(Y=1|X=0,V3=v)*[P(V3=v|X=1,V2=k)-P(V3=v|X=0,V2=k)]*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.44
P(Y=1 | X=0, V3=1) = 0.51
P(Y=1 | X=1, V3=0) = 0.57
P(Y=1 | X=1, V3=1) = 0.10
P(V3=1 | X=0, V2=0) = 0.42
P(V3=1 | X=0, V2=1) = 0.87
P(V3=1 | X=1, V2=0) = 0.26
P(V3=1 | X=1, V2=1) = 0.44
P(V2=1) = 0.22
0.22 * 0.51 * (0.44 - 0.26)+ 0.78 * 0.51 * (0.87 - 0.42)= -0.01
-0.01 < 0",3,nie,arrowhead,nonsense6,nonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
28104,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on xyfo and zupj. Zupj has a direct effect on muvq. Xyfo has a direct effect on muvq. For those who are not yupt, the probability of muvq is 71%. For those who are yupt, the probability of muvq is 57%. Will yupt increase the chance of muvq?",no,"Let X = yupt; V3 = xyfo; V2 = zupj; Y = muvq.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.71
P(Y=1 | X=1) = 0.57
0.57 - 0.71 = -0.14
-0.14 < 0",2,ate,diamond,nonsense6,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
28112,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on xyfo and zupj. Zupj has a direct effect on muvq. Xyfo has a direct effect on muvq. For those who are not yupt, the probability of muvq is 48%. For those who are yupt, the probability of muvq is 19%. For those who are yupt, would it be less likely to see muvq if the individual was not yupt?",no,"Let X = yupt; V3 = xyfo; V2 = zupj; Y = muvq.
X->V3,X->V2,V2->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.48
P(Y=1 | X=1) = 0.19
0.19 - 0.48 = -0.29
-0.29 < 0",3,ett,diamond,nonsense6,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
28144,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on xyfo and yupt. Yupt has a direct effect on muvq. Xyfo has a direct effect on muvq. Method 1: We look directly at how yupt correlates with muvq in general. Method 2: We look at this correlation case by case according to xyfo. To understand how yupt affects muvq, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,diamondcut,nonsense6,nonsense,[backdoor adjustment set for Y given X]
28152,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on xyfo and yupt. Yupt has a direct effect on muvq. Xyfo has a direct effect on muvq. The overall probability of yupt is 38%. For those who are not yupt, the probability of muvq is 7%. For those who are yupt, the probability of muvq is 23%. Is muvq less likely than not muvq overall?",yes,"Let V1 = zupj; V3 = xyfo; X = yupt; Y = muvq.
V1->V3,V1->X,X->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.38
P(Y=1 | X=0) = 0.07
P(Y=1 | X=1) = 0.23
0.38*0.23 - 0.62*0.07 = 0.13
0.13 > 0",1,marginal,diamondcut,nonsense6,nonsense,P(Y)
28160,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on xyfo and yupt. Yupt has a direct effect on muvq. Xyfo has a direct effect on muvq. The overall probability of yupt is 73%. For those who are not yupt, the probability of muvq is 75%. For those who are yupt, the probability of muvq is 27%. Is muvq less likely than not muvq overall?",yes,"Let V1 = zupj; V3 = xyfo; X = yupt; Y = muvq.
V1->V3,V1->X,X->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.73
P(Y=1 | X=0) = 0.75
P(Y=1 | X=1) = 0.27
0.73*0.27 - 0.27*0.75 = 0.39
0.39 > 0",1,marginal,diamondcut,nonsense6,nonsense,P(Y)
28176,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zupj has a direct effect on xyfo and yupt. Yupt has a direct effect on muvq. Xyfo has a direct effect on muvq. The overall probability of yupt is 48%. The probability of not yupt and muvq is 21%. The probability of yupt and muvq is 31%. Is the chance of muvq larger when observing yupt?",yes,"Let V1 = zupj; V3 = xyfo; X = yupt; Y = muvq.
V1->V3,V1->X,X->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.48
P(Y=1, X=0=1) = 0.21
P(Y=1, X=1=1) = 0.31
0.31/0.48 - 0.21/0.52 = 0.24
0.24 > 0",1,correlation,diamondcut,nonsense6,nonsense,P(Y | X)
28224,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on muvq. Zupj has a direct effect on muvq. Method 1: We look directly at how yupt correlates with muvq in general. Method 2: We look at this correlation case by case according to zupj. To understand how yupt affects muvq, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,fork,nonsense6,nonsense,[backdoor adjustment set for Y given X]
28256,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl. Wibl has a direct effect on uvzi. Method 1: We look at how zuph correlates with uvzi case by case according to wibl. Method 2: We look directly at how zuph correlates with uvzi in general. To understand how zuph affects uvzi, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,chain,nonsense7,nonsense,[backdoor adjustment set for Y given X]
28264,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl. Wibl has a direct effect on uvzi. The overall probability of zuph is 37%. The probability of not zuph and uvzi is 31%. The probability of zuph and uvzi is 15%. Is the chance of uvzi smaller when observing zuph?",yes,"Let X = zuph; V2 = wibl; Y = uvzi.
X->V2,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.37
P(Y=1, X=0=1) = 0.31
P(Y=1, X=1=1) = 0.15
0.15/0.37 - 0.31/0.63 = -0.10
-0.10 < 0",1,correlation,chain,nonsense7,nonsense,P(Y | X)
28280,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl. Wibl has a direct effect on uvzi. The overall probability of zuph is 76%. For those who are not zuph, the probability of uvzi is 85%. For those who are zuph, the probability of uvzi is 87%. Is uvzi more likely than not uvzi overall?",yes,"Let X = zuph; V2 = wibl; Y = uvzi.
X->V2,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.76
P(Y=1 | X=0) = 0.85
P(Y=1 | X=1) = 0.87
0.76*0.87 - 0.24*0.85 = 0.86
0.86 > 0",1,marginal,chain,nonsense7,nonsense,P(Y)
28304,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl. Uvzi has a direct effect on wibl. For those who are wibl, the correlation between zuph and uvzi is -0.08. If we look at those who are wibl, does it mean that zuph does not affect uvzi?",yes,"Let Y = uvzi; X = zuph; V3 = wibl.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",2,collider_bias,collision,nonsense7,nonsense,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]"
28312,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl. Uvzi has a direct effect on wibl. Method 1: We look directly at how zuph correlates with uvzi in general. Method 2: We look at this correlation case by case according to wibl. To understand how zuph affects uvzi, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,collision,nonsense7,nonsense,[backdoor adjustment set for Y given X]
28320,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Wibl has a direct effect on zuph and uvzi. Zuph has a direct effect on uvzi. For those who are not wibl and are not zuph, the probability of uvzi is 80%. For those who are not wibl and are zuph, the probability of uvzi is 56%. For those who are wibl and are not zuph, the probability of uvzi is 88%. For those who are wibl and are zuph, the probability of uvzi is 44%. The overall probability of wibl is 77%. Will zuph increase the chance of uvzi?",no,"Let V1 = wibl; X = zuph; Y = uvzi.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.80
P(Y=1 | V1=0, X=1) = 0.56
P(Y=1 | V1=1, X=0) = 0.88
P(Y=1 | V1=1, X=1) = 0.44
P(V1=1) = 0.77
0.23 * (0.56 - 0.80) + 0.77 * (0.44 - 0.88) = -0.39
-0.39 < 0",2,ate,confounding,nonsense7,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
28328,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Wibl has a direct effect on zuph and uvzi. Zuph has a direct effect on uvzi. The overall probability of zuph is 73%. For those who are not zuph, the probability of uvzi is 66%. For those who are zuph, the probability of uvzi is 27%. Is uvzi less likely than not uvzi overall?",yes,"Let V1 = wibl; X = zuph; Y = uvzi.
V1->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.73
P(Y=1 | X=0) = 0.66
P(Y=1 | X=1) = 0.27
0.73*0.27 - 0.27*0.66 = 0.37
0.37 > 0",1,marginal,confounding,nonsense7,nonsense,P(Y)
28336,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Wibl has a direct effect on zuph and uvzi. Zuph has a direct effect on uvzi. For those who are not wibl and are not zuph, the probability of uvzi is 45%. For those who are not wibl and are zuph, the probability of uvzi is 2%. For those who are wibl and are not zuph, the probability of uvzi is 33%. For those who are wibl and are zuph, the probability of uvzi is 27%. The overall probability of wibl is 61%. For those who are zuph, would it be less likely to see uvzi if the individual was not zuph?",no,"Let V1 = wibl; X = zuph; Y = uvzi.
V1->X,V1->Y,X->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V1=v} P(V1=v|X=1)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.45
P(Y=1 | V1=0, X=1) = 0.02
P(Y=1 | V1=1, X=0) = 0.33
P(Y=1 | V1=1, X=1) = 0.27
P(V1=1) = 0.61
0.39 * (0.02 - 0.45) + 0.61 * (0.27 - 0.33) = -0.06
-0.06 < 0",3,ett,confounding,nonsense7,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
